Season,TeamName,ConferenceName,ConfAbbrev
2011,UC Davis,Big West Conference,big_west
2011,UC Irvine,Big West Conference,big_west
2011,UC Riverside,Big West Conference,big_west
2011,UCF,Conference USA,cusa
2011,UCLA,Pacific-10 Conference,pac_ten
2011,Louisiana,Sun Belt Conference,sun_belt
2011,ULM,Sun Belt Conference,sun_belt
2011,UMBC,America East Conference,aec
2011,UNC Asheville,Big South Conference,big_south
2011,UNC Greensboro,Southern Conference,southern
2011,UNC Wilmington,Coastal Athletic Association,caa
2011,UNLV,Mountain West Conference,mwc
2011,USC,Pacific-10 Conference,pac_ten
2011,UT Arlington,Southland Conference,southland
2011,UT San Antonio,Southland Conference,southland
2011,Utah,Mountain West Conference,mwc
2011,Utah St,Western Athletic Conference,wac
2011,Utah Valley,Great West Conference,gwc
2011,UTEP,Conference USA,cusa
2011,VCU,Coastal Athletic Association,caa
2011,Valparaiso,Horizon League,horizon
2011,Vanderbilt,Southeastern Conference,sec
2011,Vermont,America East Conference,aec
2011,Villanova,Big East Conference,big_east
2011,Virginia,Atlantic Coast Conference,acc
2011,Virginia Tech,Atlantic Coast Conference,acc
2011,VMI,Big South Conference,big_south
2011,W Carolina,Southern Conference,southern
2011,W Illinois,Summit League,summit
2011,WKU,Sun Belt Conference,sun_belt
2011,W Michigan,Mid-American Conference,mac
2011,Wagner,Northeast Conference,nec
2011,Wake Forest,Atlantic Coast Conference,acc
2011,Washington,Pacific-10 Conference,pac_ten
2011,Washington St,Pacific-10 Conference,pac_ten
2011,Weber St,Big Sky Conference,big_sky
2011,West Virginia,Big East Conference,big_east
2011,WI Green Bay,Horizon League,horizon
2011,WI Milwaukee,Horizon League,horizon
2011,Wichita St,Missouri Valley Conference,mvc
2011,William & Mary,Coastal Athletic Association,caa
2011,Winthrop,Big South Conference,big_south
2011,Wisconsin,Big Ten Conference,big_ten
2011,Wofford,Southern Conference,southern
2011,Wright St,Horizon League,horizon
2011,Wyoming,Mountain West Conference,mwc
2011,Xavier,Atlantic 10 Conference,a_ten
2011,Yale,Ivy League,ivy
2011,Youngstown St,Horizon League,horizon
2012,Air Force,Mountain West Conference,mwc
2012,Akron,Mid-American Conference,mac
2012,Alabama,Southeastern Conference,sec
2012,Alabama A&M,Southwest Athletic Conference,swac
2012,Alabama St,Southwest Athletic Conference,swac
2012,SUNY Albany,America East Conference,aec
2012,Alcorn St,Southwest Athletic Conference,swac
2012,American Univ,Patriot League,patriot
2012,Appalachian St,Southern Conference,southern
2012,Arizona,Pacific-12 Conference,pac_twelve
2012,Arizona St,Pacific-12 Conference,pac_twelve
2012,Ark Little Rock,Sun Belt Conference,sun_belt
2012,Ark Pine Bluff,Southwest Athletic Conference,swac
2012,Arkansas,Southeastern Conference,sec
2012,Arkansas St,Sun Belt Conference,sun_belt
2012,Army,Patriot League,patriot
2012,Auburn,Southeastern Conference,sec
2012,Austin Peay,Ohio Valley Conference,ovc
2012,Ball St,Mid-American Conference,mac
2012,Baylor,Big 12 Conference,big_twelve
2012,Belmont,Atlantic Sun Conference,a_sun
2012,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2012,Binghamton,America East Conference,aec
2012,Boise St,Mountain West Conference,mwc
2012,Boston College,Atlantic Coast Conference,acc
2012,Boston Univ,America East Conference,aec
2012,Bowling Green,Mid-American Conference,mac
2012,Bradley,Missouri Valley Conference,mvc
2012,Brown,Ivy League,ivy
2012,Bryant,Northeast Conference,nec
2012,Bucknell,Patriot League,patriot
2012,Buffalo,Mid-American Conference,mac
2012,Butler,Horizon League,horizon
2012,BYU,West Coast Conference,wcc
2012,C Michigan,Mid-American Conference,mac
2012,Cal Poly,Big West Conference,big_west
2012,California,Pacific-12 Conference,pac_twelve
2012,Campbell,Big South Conference,big_south
2012,Canisius,Metro Atlantic Athletic Conference,maac
2012,Cent Arkansas,Southland Conference,southland
2012,Central Conn,Northeast Conference,nec
2012,Charleston So,Big South Conference,big_south
2012,Charlotte,Atlantic 10 Conference,a_ten
2012,Chattanooga,Southern Conference,southern
2012,Chicago St,Great West Conference,gwc
2012,Cincinnati,Big East Conference,big_east
2012,Citadel,Southern Conference,southern
2012,Clemson,Atlantic Coast Conference,acc
2012,Cleveland St,Horizon League,horizon
2012,Coastal Car,Big South Conference,big_south
2012,Col Charleston,Southern Conference,southern
2012,Colgate,Patriot League,patriot
2012,Colorado,Pacific-12 Conference,pac_twelve
2012,Colorado St,Mountain West Conference,mwc
2012,Columbia,Ivy League,ivy
2012,Connecticut,Big East Conference,big_east
2012,Coppin St,Mid-Eastern Athletic Conference,meac
2012,Cornell,Ivy League,ivy
2012,Creighton,Missouri Valley Conference,mvc
2012,CS Bakersfield,Independent,ind
2012,CS Fullerton,Big West Conference,big_west
2012,CS Northridge,Big West Conference,big_west
2012,CS Sacramento,Big Sky Conference,big_sky
2012,Dartmouth,Ivy League,ivy
2012,Davidson,Southern Conference,southern
2012,Dayton,Atlantic 10 Conference,a_ten
2012,Delaware,Coastal Athletic Association,caa
2012,Delaware St,Mid-Eastern Athletic Conference,meac
2012,Denver,Sun Belt Conference,sun_belt
2012,DePaul,Big East Conference,big_east
2012,Detroit,Horizon League,horizon
2012,Drake,Missouri Valley Conference,mvc
2012,Drexel,Coastal Athletic Association,caa
2012,Duke,Atlantic Coast Conference,acc
2012,Duquesne,Atlantic 10 Conference,a_ten
2012,E Illinois,Ohio Valley Conference,ovc
2012,E Kentucky,Ohio Valley Conference,ovc
2012,E Michigan,Mid-American Conference,mac
2012,E Washington,Big Sky Conference,big_sky
2012,East Carolina,Conference USA,cusa
2012,SIUE,Ohio Valley Conference,ovc
2012,Elon,Southern Conference,southern
2012,ETSU,Atlantic Sun Conference,a_sun
2012,Evansville,Missouri Valley Conference,mvc
2012,F Dickinson,Northeast Conference,nec
2012,Fairfield,Metro Atlantic Athletic Conference,maac
2012,FL Atlantic,Sun Belt Conference,sun_belt
2012,FGCU,Atlantic Sun Conference,a_sun
2012,Florida,Southeastern Conference,sec
2012,Florida A&M,Mid-Eastern Athletic Conference,meac
2012,Florida Intl,Sun Belt Conference,sun_belt
2012,Florida St,Atlantic Coast Conference,acc
2012,Fordham,Atlantic 10 Conference,a_ten
2012,Fresno St,Western Athletic Conference,wac
2012,Furman,Southern Conference,southern
2012,G Washington,Atlantic 10 Conference,a_ten
2012,Ga Southern,Southern Conference,southern
2012,Gardner Webb,Big South Conference,big_south
2012,George Mason,Coastal Athletic Association,caa
2012,Georgetown,Big East Conference,big_east
2012,Georgia,Southeastern Conference,sec
2012,Georgia St,Coastal Athletic Association,caa
2012,Georgia Tech,Atlantic Coast Conference,acc
2012,Gonzaga,West Coast Conference,wcc
2012,Grambling,Southwest Athletic Conference,swac
2012,Hampton,Mid-Eastern Athletic Conference,meac
2012,Hartford,America East Conference,aec
2012,Harvard,Ivy League,ivy
2012,Hawaii,Western Athletic Conference,wac
2012,High Point,Big South Conference,big_south
2012,Hofstra,Coastal Athletic Association,caa
2012,Holy Cross,Patriot League,patriot
2012,Houston,Conference USA,cusa
2012,Houston Chr,Great West Conference,gwc
2012,Howard,Mid-Eastern Athletic Conference,meac
2012,Idaho,Western Athletic Conference,wac
2012,Idaho St,Big Sky Conference,big_sky
2012,IL Chicago,Horizon League,horizon
2012,Illinois,Big Ten Conference,big_ten
2012,Illinois St,Missouri Valley Conference,mvc
2012,Indiana,Big Ten Conference,big_ten
2012,Indiana St,Missouri Valley Conference,mvc
2012,Iona,Metro Atlantic Athletic Conference,maac
2012,Iowa,Big Ten Conference,big_ten
2012,Iowa St,Big 12 Conference,big_twelve
2012,PFW,Summit League,summit
2012,IUPUI,Summit League,summit
2012,Jackson St,Southwest Athletic Conference,swac
2012,Jacksonville,Atlantic Sun Conference,a_sun
2012,Jacksonville St,Ohio Valley Conference,ovc
2012,James Madison,Coastal Athletic Association,caa
2012,Kansas,Big 12 Conference,big_twelve
2012,Kansas St,Big 12 Conference,big_twelve
2012,Kennesaw,Atlantic Sun Conference,a_sun
2012,Kent,Mid-American Conference,mac
2012,Kentucky,Southeastern Conference,sec
2012,La Salle,Atlantic 10 Conference,a_ten
2012,Lafayette,Patriot League,patriot
2012,Lamar,Southland Conference,southland
2012,Lehigh,Patriot League,patriot
2012,Liberty,Big South Conference,big_south
2012,Lipscomb,Atlantic Sun Conference,a_sun
2012,Long Beach St,Big West Conference,big_west
2012,LIU Brooklyn,Northeast Conference,nec
2012,Longwood,Independent,ind
2012,Louisiana Tech,Western Athletic Conference,wac
2012,Louisville,Big East Conference,big_east
2012,Loy Marymount,West Coast Conference,wcc
2012,Loyola MD,Metro Atlantic Athletic Conference,maac
2012,Loyola-Chicago,Horizon League,horizon
2012,LSU,Southeastern Conference,sec
2012,Maine,America East Conference,aec
2012,Manhattan,Metro Atlantic Athletic Conference,maac
2012,Marist,Metro Atlantic Athletic Conference,maac
2012,Marquette,Big East Conference,big_east
2012,Marshall,Conference USA,cusa
2012,Maryland,Atlantic Coast Conference,acc
2012,Massachusetts,Atlantic 10 Conference,a_ten
2012,McNeese St,Southland Conference,southland
2012,MD E Shore,Mid-Eastern Athletic Conference,meac
2012,Memphis,Conference USA,cusa
2012,Mercer,Atlantic Sun Conference,a_sun
2012,Miami FL,Atlantic Coast Conference,acc
2012,Miami OH,Mid-American Conference,mac
2012,Michigan,Big Ten Conference,big_ten
2012,Michigan St,Big Ten Conference,big_ten
2012,Minnesota,Big Ten Conference,big_ten
2012,Mississippi,Southeastern Conference,sec
2012,Mississippi St,Southeastern Conference,sec
2012,Missouri,Big 12 Conference,big_twelve
2012,Missouri KC,Summit League,summit
2012,Missouri St,Missouri Valley Conference,mvc
2012,Monmouth NJ,Northeast Conference,nec
2012,Montana,Big Sky Conference,big_sky
2012,Montana St,Big Sky Conference,big_sky
2012,Morehead St,Ohio Valley Conference,ovc
2012,Morgan St,Mid-Eastern Athletic Conference,meac
2012,MS Valley St,Southwest Athletic Conference,swac
2012,Mt St Mary's,Northeast Conference,nec
2012,MTSU,Sun Belt Conference,sun_belt
2012,Murray St,Ohio Valley Conference,ovc
2012,N Colorado,Big Sky Conference,big_sky
2012,N Dakota St,Summit League,summit
2012,N Illinois,Mid-American Conference,mac
2012,Navy,Patriot League,patriot
2012,NC A&T,Mid-Eastern Athletic Conference,meac
2012,NC Central,Mid-Eastern Athletic Conference,meac
2012,NC State,Atlantic Coast Conference,acc
2012,NE Omaha,Independent,ind
2012,Nebraska,Big Ten Conference,big_ten
2012,Nevada,Western Athletic Conference,wac
2012,New Hampshire,America East Conference,aec
2012,New Mexico,Mountain West Conference,mwc
2012,New Mexico St,Western Athletic Conference,wac
2012,Niagara,Metro Atlantic Athletic Conference,maac
2012,Nicholls St,Southland Conference,southland
2012,NJIT,Great West Conference,gwc
2012,Norfolk St,Mid-Eastern Athletic Conference,meac
2012,North Carolina,Atlantic Coast Conference,acc
2012,North Dakota,Great West Conference,gwc
2012,North Florida,Atlantic Sun Conference,a_sun
2012,North Texas,Sun Belt Conference,sun_belt
2012,Northeastern,Coastal Athletic Association,caa
2012,Northern Arizona,Big Sky Conference,big_sky
2012,Northern Iowa,Missouri Valley Conference,mvc
2012,Northwestern,Big Ten Conference,big_ten
2012,Northwestern LA,Southland Conference,southland
2012,Notre Dame,Big East Conference,big_east
2012,Oakland,Summit League,summit
2012,Ohio,Mid-American Conference,mac
2012,Ohio St,Big Ten Conference,big_ten
2012,Oklahoma,Big 12 Conference,big_twelve
2012,Oklahoma St,Big 12 Conference,big_twelve
2012,Old Dominion,Coastal Athletic Association,caa
2012,Oral Roberts,Summit League,summit
2012,Oregon,Pacific-12 Conference,pac_twelve
2012,Oregon St,Pacific-12 Conference,pac_twelve
2012,Pacific,Big West Conference,big_west
2012,Penn,Ivy League,ivy
2012,Penn St,Big Ten Conference,big_ten
2012,Pepperdine,West Coast Conference,wcc
2012,Pittsburgh,Big East Conference,big_east
2012,Portland,West Coast Conference,wcc
2012,Portland St,Big Sky Conference,big_sky
2012,Prairie View,Southwest Athletic Conference,swac
2012,Presbyterian,Big South Conference,big_south
2012,Princeton,Ivy League,ivy
2012,Providence,Big East Conference,big_east
2012,Purdue,Big Ten Conference,big_ten
2012,Quinnipiac,Northeast Conference,nec
2012,Radford,Big South Conference,big_south
2012,Rhode Island,Atlantic 10 Conference,a_ten
2012,Rice,Conference USA,cusa
2012,Richmond,Atlantic 10 Conference,a_ten
2012,Rider,Metro Atlantic Athletic Conference,maac
2012,Robert Morris,Northeast Conference,nec
2012,Rutgers,Big East Conference,big_east
2012,S Carolina St,Mid-Eastern Athletic Conference,meac
2012,S Dakota St,Summit League,summit
2012,S Illinois,Missouri Valley Conference,mvc
2012,Sacred Heart,Northeast Conference,nec
2012,Sam Houston St,Southland Conference,southland
2012,Samford,Southern Conference,southern
2012,San Diego,West Coast Conference,wcc
2012,San Diego St,Mountain West Conference,mwc
2012,San Francisco,West Coast Conference,wcc
2012,San Jose St,Western Athletic Conference,wac
2012,UC Santa Barbara,Big West Conference,big_west
2012,Santa Clara,West Coast Conference,wcc
2012,Savannah St,Mid-Eastern Athletic Conference,meac
2012,SC Upstate,Atlantic Sun Conference,a_sun
2012,SE Louisiana,Southland Conference,southland
2012,SE Missouri St,Ohio Valley Conference,ovc
2012,Seattle,Independent,ind
2012,Seton Hall,Big East Conference,big_east
2012,SF Austin,Southland Conference,southland
2012,Siena,Metro Atlantic Athletic Conference,maac
2012,SMU,Conference USA,cusa
2012,South Alabama,Sun Belt Conference,sun_belt
2012,South Carolina,Southeastern Conference,sec
2012,South Dakota,Summit League,summit
2012,South Florida,Big East Conference,big_east
2012,Southern Miss,Conference USA,cusa
2012,Southern Univ,Southwest Athletic Conference,swac
2012,Southern Utah,Summit League,summit
2012,St Bonaventure,Atlantic 10 Conference,a_ten
2012,St Francis NY,Northeast Conference,nec
2012,St Francis PA,Northeast Conference,nec
2012,St John's,Big East Conference,big_east
2012,St Joseph's PA,Atlantic 10 Conference,a_ten
2012,St Louis,Atlantic 10 Conference,a_ten
2012,St Mary's CA,West Coast Conference,wcc
2012,St Peter's,Metro Atlantic Athletic Conference,maac
2012,Stanford,Pacific-12 Conference,pac_twelve
2012,Stetson,Atlantic Sun Conference,a_sun
2012,Stony Brook,America East Conference,aec
2012,Syracuse,Big East Conference,big_east
2012,TAM C. Christi,Southland Conference,southland
2012,TCU,Mountain West Conference,mwc
2012,Temple,Atlantic 10 Conference,a_ten
2012,Tennessee,Southeastern Conference,sec
2012,Tennessee St,Ohio Valley Conference,ovc
2012,Tennessee Tech,Ohio Valley Conference,ovc
2012,Texas,Big 12 Conference,big_twelve
2012,Texas A&M,Big 12 Conference,big_twelve
2012,Texas St,Southland Conference,southland
2012,Texas Tech,Big 12 Conference,big_twelve
2012,TN Martin,Ohio Valley Conference,ovc
2012,Toledo,Mid-American Conference,mac
2012,Towson,Coastal Athletic Association,caa
2012,Troy,Sun Belt Conference,sun_belt
2012,Tulane,Conference USA,cusa
2012,Tulsa,Conference USA,cusa
2012,UTRGV,Great West Conference,gwc
2012,TX Southern,Southwest Athletic Conference,swac
2012,UAB,Conference USA,cusa
2012,UC Davis,Big West Conference,big_west
2012,UC Irvine,Big West Conference,big_west
2012,UC Riverside,Big West Conference,big_west
2012,UCF,Conference USA,cusa
2012,UCLA,Pacific-12 Conference,pac_twelve
2012,Louisiana,Sun Belt Conference,sun_belt
2012,ULM,Sun Belt Conference,sun_belt
2012,UMBC,America East Conference,aec
2012,UNC Asheville,Big South Conference,big_south
2012,UNC Greensboro,Southern Conference,southern
2012,UNC Wilmington,Coastal Athletic Association,caa
2012,UNLV,Mountain West Conference,mwc
2012,USC,Pacific-12 Conference,pac_twelve
2012,UT Arlington,Southland Conference,southland
2012,UT San Antonio,Southland Conference,southland
2012,Utah,Pacific-12 Conference,pac_twelve
2012,Utah St,Western Athletic Conference,wac
2012,Utah Valley,Great West Conference,gwc
2012,UTEP,Conference USA,cusa
2012,VCU,Coastal Athletic Association,caa
2012,Valparaiso,Horizon League,horizon
2012,Vanderbilt,Southeastern Conference,sec
2012,Vermont,America East Conference,aec
2012,Villanova,Big East Conference,big_east
2012,Virginia,Atlantic Coast Conference,acc
2012,Virginia Tech,Atlantic Coast Conference,acc
2012,VMI,Big South Conference,big_south
2012,W Carolina,Southern Conference,southern
2012,W Illinois,Summit League,summit
2012,WKU,Sun Belt Conference,sun_belt
2012,W Michigan,Mid-American Conference,mac
2012,Wagner,Northeast Conference,nec
2012,Wake Forest,Atlantic Coast Conference,acc
2012,Washington,Pacific-12 Conference,pac_twelve
2012,Washington St,Pacific-12 Conference,pac_twelve
2012,Weber St,Big Sky Conference,big_sky
2012,West Virginia,Big East Conference,big_east
2012,WI Green Bay,Horizon League,horizon
2012,WI Milwaukee,Horizon League,horizon
2012,Wichita St,Missouri Valley Conference,mvc
2012,William & Mary,Coastal Athletic Association,caa
2012,Winthrop,Big South Conference,big_south
2012,Wisconsin,Big Ten Conference,big_ten
2012,Wofford,Southern Conference,southern
2012,Wright St,Horizon League,horizon
2012,Wyoming,Mountain West Conference,mwc
2012,Xavier,Atlantic 10 Conference,a_ten
2012,Yale,Ivy League,ivy
2012,Youngstown St,Horizon League,horizon
2013,Air Force,Mountain West Conference,mwc
2013,Akron,Mid-American Conference,mac
2013,Alabama,Southeastern Conference,sec
2013,Alabama A&M,Southwest Athletic Conference,swac
2013,Alabama St,Southwest Athletic Conference,swac
